Accuracy,Validation Loss,Elapsed time,Batch Size,Hidden Num,Learning Rate,Epochs
0.9773015873015873,0.008329737931489944,377.99984550476074,1,600,0.01,8
0.9707936507936508,0.010623021051287651,147.9173231124878,3,600,0.01,9
0.964047619047619,0.012126137502491474,102.63672137260437,5,600,0.01,10
0.9614285714285714,0.01307639293372631,85.77102255821228,7,600,0.01,11
0.9569047619047619,0.014137139543890953,67.92855954170227,9,600,0.01,11
0.9545238095238096,0.015096376650035381,59.03239679336548,12,600,0.01,12
0.9473015873015873,0.016432736068964005,51.500290870666504,15,600,0.01,12
0.9432539682539682,0.017582492902874947,45.367016315460205,20,600,0.01,13
0.9349206349206349,0.01956276223063469,39.939594984054565,30,600,0.01,14
0.9266666666666666,0.022943200543522835,37.374183893203735,50,600,0.01,16
0.9424603174603174,0.016177333891391754,33.40735960006714,9,100,0.01,11
0.9474603174603174,0.015280778519809246,37.475839138031006,9,200,0.01,11
0.9501587301587302,0.014876952394843102,41.468576431274414,9,300,0.01,11
0.9527777777777777,0.01468957494944334,62.98881721496582,9,500,0.01,11
0.9511904761904761,0.014444377273321152,68.97930860519409,9,600,0.01,11
0.9561111111111111,0.014384785667061806,100.87973070144653,9,1200,0.01,11
0.9566666666666667,0.014258363284170628,160.85877919197083,9,1500,0.01,11
0.9569047619047619,0.014113683253526688,151.4946322441101,9,2000,0.01,11
0.944047619047619,0.017064090818166733,84.28488612174988,9,600,0.005,13
0.9705555555555555,0.009702526964247227,48.77626705169678,9,600,0.05,7
0.9719047619047619,0.009173744358122349,41.989481925964355,9,600,0.01,6
0.9813492063492063,0.007268903777003288,48.273669958114624,9,600,0.5,7
0.9834126984126984,0.0061707571148872375,41.73704433441162,9,600,0.1,6
0.9813492063492063,0.007393890060484409,338.86616253852844,1,600,0.1,7
0.9803968253968254,0.006829283200204372,2288.3296942710876,1,600,0.1,52
0.9812698412698413,0.00780527014285326,150.87079000473022,1,600,0.1,7
0.9767460317460317,0.00826901663094759,167.80054640769958,1,600,0.01,8
0.9773015873015873,0.008435030467808247,188.10818481445312,1,600,0.01,9
0.964047619047619,0.012265284545719624,69.73411345481873,5,600,0.01,10
0.9668253968253968,0.010073023848235607,146.47123074531555,5,600,0.01,23
0.9711904761904762,0.00936887040734291,175.14367628097534,5,600,0.01,28
0.9604761904761905,0.012421218678355217,68.91862726211548,5,600,0.01,10
0.9733333333333334,0.010044637136161327,96.90092039108276,2,600,0.01,8
0.9803968253968254,0.007320981007069349,68.25827980041504,2,600,0.1,5
0.9646031746031746,0.012042424641549587,75.31046319007874,5,600,0.01,11
0.9797619047619047,0.0074611566960811615,50.74901747703552,5,600,0.1,7
0.9787301587301588,0.00720161572098732,71.36256980895996,2,600,0.1,6
0.10063492063492063,0.09556573629379272,42.07500696182251,2,600,1,3
0.976031746031746,0.007729305420070887,46.146140336990356,5,600,0.1,7
0.976984126984127,0.009283220395445824,45.33810782432556,5,600,1,6
0.9807142857142858,0.00708727678284049,64.69546008110046,2,600,0.1,5
0.979920634920635,0.009060284122824669,91.58432531356812,2,600,0.5,8
0.9789682539682539,0.007718708366155624,41.05603361129761,5,600,0.1,6
0.9823015873015873,0.00801782961934805,33.918543577194214,5,600,0.5,5
0.9738095238095238,0.00847602915018797,28.06388235092163,10,600,0.1,8
0.9746031746031746,0.008289351128041744,14.199580192565918,10,600,0.0001,3
0.9750793650793651,0.008186587132513523,14.143635034561157,10,600,0.001,3
0.9765873015873016,0.008478946052491665,91.8214099407196,10,2000,0.1,7
0.9761904761904762,0.008285683579742908,43.69089722633362,10,2000,0.0001,3
0.9794444444444445,0.007420106790959835,72.71275305747986,10,600,0.1,16
0.9796031746031746,0.0072264717891812325,56.68001127243042,10,600,0.0001,11
0.9814285714285714,0.00742698647081852,211.19937419891357,10,2000,0.1,16
0.9818253968253968,0.007012863643467426,145.3747353553772,10,2000,0.0001,11
0.9802380952380952,0.0074173081666231155,52.72016978263855,10,600,0.1,16
0.9802380952380952,0.0072000231593847275,41.25877261161804,10,600,0.0001,11
0.9815873015873016,0.007290123961865902,200.46172714233398,10,2000,0.1,16
0.9828571428571429,0.006979912053793669,133.28286719322205,10,2000,0.0001,11
0.9696825396825397,0.01057461742311716,164.0023217201233,5,1000,0.01,18
0.9711904761904762,0.010323522612452507,271.9006769657135,5,1500,0.01,19
0.9500793650793651,0.016138508915901184,55.11163306236267,30,1000,0.01,25
0.743968253968254,0.05883722007274628,74.69816064834595,30,600,0.0001,44
0.8668253968253968,0.03622227907180786,40.895456075668335,30,600,0.001,25
0.7743650793650794,0.05614858493208885,95.15507531166077,30,1000,0.0001,39
0.825,0.04580419510602951,121.98387312889099,10,600,0.0001,36
0.978015873015873,0.007748695556074381,49.48357701301575,10,600,0.1,15
0.8157142857142857,0.04604805260896683,117.99155402183533,10,700,0.0001,35
0.9784126984126984,0.007574199698865414,54.81801629066467,10,700,0.1,15
0.9842063492063492,0.0058226920664310455,396.28183913230896,10,1500,0.0001,15
